18:00:00,2.252145E+03,3.605254E+04,1.162426E-01,3.154328E+00,4.355749E+03,2.528544E+04,2.248184E-01,2.212284E+00,7.757774E+03,2.985330E+04,4.004111E-01,2.611924E+00,3.625428E+03,9.170818E+03,1.871218E-01,8.023760E-01,2.389210E+03,5.772788E+03,1.233159E-01,5.050731E-01,3.642942E+03,8.649249E+03,1.880258E-01,7.567420E-01,2.389168E+03,9.010309E+03,1.233138E-01,7.883235E-01,2.338346E+03,6.767495E+03,1.206912E-01,5.921018E-01,1.571094E+03,4.227180E+03,8.109026E-02,3.698429E-01,2.375411E+03,6.283510E+03,1.226042E-01,5.497562E-01,1.571091E+03,7.409115E+03,8.109011E-02,6.482286E-01,2.821038E+03,8.138980E+03,1.456044E-01,7.120976E-01,1.882561E+03,5.130711E+03,9.716607E-02,4.488959E-01,2.845627E+03,7.637737E+03,1.468735E-01,6.682419E-01,1.882545E+03,8.335225E+03,9.716520E-02,7.292581E-01
18:15:00,2.238204E+03,3.599549E+04,1.155230E-01,3.149337E+00,4.327380E+03,2.522807E+04,2.233542E-01,2.207265E+00,7.712102E+03,2.962743E+04,3.980538E-01,2.592162E+00,3.652445E+03,8.979581E+03,1.885162E-01,7.856437E-01,2.407374E+03,5.632789E+03,1.242535E-01,4.928243E-01,3.669781E+03,8.449987E+03,1.894110E-01,7.393079E-01,2.407333E+03,8.622573E+03,1.242513E-01,7.543990E-01,2.354079E+03,6.617458E+03,1.215032E-01,5.789743E-01,1.581426E+03,4.114770E+03,8.162355E-02,3.600079E-01,2.390956E+03,6.125556E+03,1.234065E-01,5.359363E-01,1.581423E+03,7.051701E+03,8.162340E-02,6.169571E-01,2.844837E+03,7.987228E+03,1.468328E-01,6.988200E-01,1.898463E+03,5.015408E+03,9.798683E-02,4.388077E-01,2.869268E+03,7.477329E+03,1.480938E-01,6.542074E-01,1.898447E+03,7.976515E+03,9.798596E-02,6.978730E-01
18:30:00,2.224864E+03,3.593170E+04,1.148345E-01,3.143756E+00,4.299919E+03,2.516386E+04,2.219368E-01,2.201647E+00,7.668231E+03,2.937592E+04,3.957895E-01,2.570156E+00,3.680028E+03,8.752749E+03,1.899399E-01,7.657971E-01,2.425911E+03,5.489083E+03,1.252102E-01,4.802511E-01,3.697195E+03,8.245686E+03,1.908259E-01,7.214330E-01,2.425870E+03,8.184525E+03,1.252081E-01,7.160726E-01,2.370093E+03,6.437635E+03,1.223298E-01,5.632406E-01,1.591949E+03,4.001314E+03,8.216667E-02,3.500814E-01,2.406792E+03,5.966994E+03,1.242239E-01,5.220632E-01,1.591946E+03,6.647500E+03,8.216652E-02,5.815924E-01,2.869000E+03,7.804575E+03,1.480799E-01,6.828387E-01,1.914609E+03,4.899000E+03,9.882014E-02,4.286230E-01,2.893282E+03,7.315924E+03,1.493332E-01,6.400856E-01,1.914592E+03,7.570475E+03,9.881928E-02,6.623472E-01
18:45:00,2.212544E+03,3.586036E+04,1.141987E-01,3.137514E+00,4.273965E+03,2.509194E+04,2.205972E-01,2.195355E+00,7.627130E+03,2.909958E+04,3.936680E-01,2.545978E+00,3.708388E+03,8.506286E+03,1.914035E-01,7.442329E-01,2.444952E+03,5.351597E+03,1.261929E-01,4.682222E-01,3.725393E+03,8.041797E+03,1.922812E-01,7.035943E-01,2.444911E+03,7.702693E+03,1.261908E-01,6.739159E-01,2.386484E+03,6.241857E+03,1.231757E-01,5.461111E-01,1.602722E+03,3.895994E+03,8.272268E-02,3.408668E-01,2.423014E+03,5.812666E+03,1.250612E-01,5.085608E-01,1.602719E+03,6.201438E+03,8.272253E-02,5.425655E-01,2.893663E+03,7.606109E+03,1.493528E-01,6.654740E-01,1.931084E+03,4.790929E+03,9.967045E-02,4.191676E-01,2.917805E+03,7.158469E+03,1.505989E-01,6.263095E-01,1.931067E+03,7.122917E+03,9.966959E-02,6.231892E-01
19:00:00,2.201347E+03,3.578221E+04,1.136207E-01,3.130677E+00,4.249653E+03,2.501287E+04,2.193424E-01,2.188436E+00,7.589186E+03,2.880099E+04,3.917096E-01,2.519854E+00,3.737615E+03,8.250605E+03,1.929119E-01,7.218624E-01,2.464554E+03,5.214900E+03,1.272045E-01,4.562625E-01,3.754461E+03,7.842657E+03,1.937813E-01,6.861712E-01,2.464513E+03,7.213326E+03,1.272024E-01,6.311001E-01,2.403279E+03,6.040177E+03,1.240425E-01,5.284653E-01,1.613762E+03,3.793515E+03,8.329245E-02,3.319009E-01,2.439649E+03,5.666374E+03,1.259197E-01,4.957615E-01,1.613758E+03,5.751456E+03,8.329229E-02,5.031958E-01,2.918865E+03,7.401645E+03,1.506534E-01,6.475846E-01,1.947913E+03,4.685668E+03,1.005390E-01,4.099584E-01,2.942874E+03,7.008745E+03,1.518926E-01,6.132099E-01,1.947896E+03,6.669950E+03,1.005381E-01,5.835583E-01
19:15:00,2.191193E+03,3.569879E+04,1.130967E-01,3.123378E+00,4.226988E+03,2.492800E+04,2.181725E-01,2.181011E+00,7.554342E+03,2.848428E+04,3.899112E-01,2.492144E+00,3.767718E+03,7.992325E+03,1.944652E-01,6.992649E-01,2.484721E+03,5.082729E+03,1.282452E-01,4.446987E-01,3.784409E+03,7.650336E+03,1.953267E-01,6.693449E-01,2.484680E+03,6.739615E+03,1.282430E-01,5.896545E-01,2.420479E+03,5.838656E+03,1.249302E-01,5.108337E-01,1.625070E+03,3.697245E+03,8.387604E-02,3.234783E-01,2.456697E+03,5.529653E+03,1.267995E-01,4.837998E-01,1.625066E+03,5.318841E+03,8.387588E-02,4.653459E-01,2.944624E+03,7.197143E+03,1.519828E-01,6.296922E-01,1.965107E+03,4.586622E+03,1.014263E-01,4.012928E-01,2.968505E+03,6.868347E+03,1.532153E-01,6.009266E-01,1.965091E+03,6.233841E+03,1.014255E-01,5.454025E-01
19:30:00,2.181664E+03,3.561132E+04,1.126048E-01,3.115725E+00,4.205228E+03,2.483844E+04,2.170494E-01,2.173175E+00,7.521971E+03,2.815398E+04,3.882404E-01,2.463246E+00,3.798539E+03,7.738934E+03,1.960556E-01,6.770952E-01,2.505354E+03,4.958370E+03,1.293098E-01,4.338185E-01,3.815076E+03,7.468513E+03,1.969092E-01,6.534372E-01,2.505313E+03,6.299283E+03,1.293077E-01,5.511296E-01,2.437964E+03,5.644171E+03,1.258325E-01,4.938179E-01,1.636568E+03,3.609823E+03,8.446941E-02,3.158298E-01,2.474035E+03,5.405324E+03,1.276943E-01,4.729223E-01,1.636564E+03,4.920203E+03,8.446924E-02,4.304690E-01,2.970754E+03,6.999275E+03,1.533312E-01,6.123804E-01,1.982548E+03,4.496362E+03,1.023263E-01,3.933961E-01,2.994510E+03,6.740069E+03,1.545573E-01,5.897036E-01,1.982531E+03,5.831692E+03,1.023255E-01,5.102184E-01
19:45:00,2.172593E+03,3.552083E+04,1.121366E-01,3.107808E+00,4.184163E+03,2.474506E+04,2.159621E-01,2.165005E+00,7.491862E+03,2.781471E+04,3.866863E-01,2.433562E+00,3.830022E+03,7.497881E+03,1.976801E-01,6.560052E-01,2.526413E+03,4.843779E+03,1.303964E-01,4.237930E-01,3.846405E+03,7.300522E+03,1.985257E-01,6.387397E-01,2.526372E+03,5.901328E+03,1.303943E-01,5.163127E-01,2.455684E+03,5.463156E+03,1.267470E-01,4.779807E-01,1.648223E+03,3.532723E+03,8.507090E-02,3.090845E-01,2.491613E+03,5.295784E+03,1.286014E-01,4.633389E-01,1.648220E+03,4.563840E+03,8.507074E-02,3.992912E-01,2.997191E+03,6.814620E+03,1.546954E-01,5.962248E-01,2.000192E+03,4.416435E+03,1.032368E-01,3.864034E-01,3.020824E+03,6.626501E+03,1.559152E-01,5.797677E-01,2.000176E+03,5.471912E+03,1.032360E-01,4.787415E-01
20:00:00,2.163951E+03,3.542929E+04,1.116906E-01,3.099799E+00,4.163794E+03,2.464969E+04,2.149108E-01,2.156661E+00,7.463910E+03,2.747244E+04,3.852436E-01,2.403616E+00,3.862138E+03,7.283865E+03,1.993372E-01,6.372809E-01,2.547882E+03,4.739605E+03,1.315042E-01,4.146789E-01,3.878368E+03,7.150642E+03,2.001749E-01,6.256267E-01,2.547841E+03,5.567100E+03,1.315021E-01,4.870714E-01,2.473628E+03,5.309145E+03,1.276730E-01,4.645064E-01,1.660029E+03,3.466090E+03,8.568015E-02,3.032549E-01,2.509420E+03,5.204267E+03,1.295204E-01,4.553323E-01,1.660026E+03,4.270358E+03,8.567998E-02,3.736149E-01,3.023927E+03,6.656829E+03,1.560751E-01,5.824198E-01,2.018036E+03,4.346953E+03,1.041576E-01,3.803246E-01,3.047441E+03,6.531015E+03,1.572887E-01,5.714139E-01,2.018020E+03,5.175070E+03,1.041567E-01,4.527713E-01
20:15:00,2.155720E+03,3.533954E+04,1.112657E-01,3.091947E+00,4.144114E+03,2.455509E+04,2.138950E-01,2.148384E+00,7.437980E+03,2.713434E+04,3.839052E-01,2.374036E+00,3.853322E+03,7.102163E+03,1.988817E-01,6.213841E-01,2.542053E+03,4.646696E+03,1.312029E-01,4.065504E-01,3.869401E+03,7.018533E+03,1.997116E-01,6.140688E-01,2.542012E+03,5.294757E+03,1.312008E-01,4.632449E-01,2.469151E+03,5.186883E+03,1.274418E-01,4.538100E-01,1.656995E+03,3.410173E+03,8.552341E-02,2.983630E-01,2.504813E+03,5.129542E+03,1.292824E-01,4.487950E-01,1.656991E+03,4.037378E+03,8.552324E-02,3.532323E-01,3.016441E+03,6.530379E+03,1.556884E-01,5.713570E-01,2.013066E+03,4.288176E+03,1.039008E-01,3.751824E-01,3.039839E+03,6.452391E+03,1.568960E-01,5.645354E-01,2.013049E+03,4.938762E+03,1.039000E-01,4.320975E-01
20:30:00,2.147580E+03,3.525461E+04,1.108456E-01,3.084517E+00,4.124667E+03,2.446414E+04,2.128913E-01,2.140427E+00,7.413316E+03,2.680708E+04,3.826322E-01,2.345404E+00,3.844933E+03,6.954219E+03,1.984482E-01,6.084409E-01,2.536502E+03,4.562366E+03,1.309161E-01,3.991726E-01,3.860862E+03,6.896607E+03,1.992703E-01,6.034018E-01,2.536461E+03,5.084781E+03,1.309140E-01,4.448749E-01,2.464812E+03,5.095454E+03,1.272176E-01,4.458115E-01,1.654055E+03,3.361947E+03,8.537157E-02,2.941440E-01,2.500347E+03,5.063672E+03,1.290517E-01,4.430325E-01,1.654052E+03,3.865193E+03,8.537140E-02,3.381688E-01,3.009138E+03,6.435478E+03,1.553111E-01,5.630547E-01,2.008220E+03,4.236969E+03,1.036505E-01,3.707025E-01,3.032422E+03,6.382411E+03,1.565129E-01,5.584133E-01,2.008204E+03,4.763049E+03,1.036496E-01,4.167253E-01
20:45:00,2.139086E+03,3.517666E+04,1.104072E-01,3.077697E+00,4.104822E+03,2.437892E+04,2.118670E-01,2.132970E+00,7.388785E+03,2.649593E+04,3.813661E-01,2.318181E+00,3.836712E+03,6.825205E+03,1.980234E-01,5.971541E-01,2.531065E+03,4.478572E+03,1.306351E-01,3.918416E-01,3.852491E+03,6.782483E+03,1.988378E-01,5.934173E-01,2.531024E+03,4.930576E+03,1.306330E-01,4.313845E-01,2.460499E+03,5.021145E+03,1.269949E-01,4.393109E-01,1.651140E+03,3.313389E+03,8.522098E-02,2.898958E-01,2.495910E+03,5.003718E+03,1.288225E-01,4.377874E-01,1.651136E+03,3.748056E+03,8.522080E-02,3.279214E-01,3.001861E+03,6.357121E+03,1.549352E-01,5.561999E-01,2.003399E+03,4.184992E+03,1.034014E-01,3.661553E-01,3.025030E+03,6.318068E+03,1.561311E-01,5.527842E-01,2.003382E+03,4.641363E+03,1.034006E-01,4.060800E-01
21:00:00,2.130110E+03,3.510598E+04,1.099439E-01,3.071513E+00,4.084411E+03,2.429981E+04,2.108135E-01,2.126049E+00,7.363844E+03,2.620356E+04,3.800788E-01,2.292602E+00,3.828520E+03,6.707922E+03,1.976002E-01,5.868934E-01,2.525656E+03,4.402561E+03,1.303557E-01,3.851915E-01,3.844153E+03,6.674770E+03,1.984071E-01,5.839937E-01,2.525615E+03,4.803358E+03,1.303536E-01,4.202551E-01,2.456168E+03,4.956168E+03,1.267712E-01,4.336266E-01,1.648220E+03,3.270938E+03,8.507016E-02,2.861819E-01,2.491457E+03,4.947730E+03,1.285926E-01,4.328893E-01,1.648216E+03,3.654866E+03,8.506998E-02,3.197692E-01,2.994552E+03,6.287715E+03,1.545577E-01,5.501281E-01,1.998566E+03,4.139036E+03,1.031518E-01,3.621346E-01,3.017610E+03,6.257466E+03,1.557478E-01,5.474823E-01,1.998549E+03,4.544391E+03,1.031509E-01,3.975969E-01
21:15:00,2.120706E+03,3.504170E+04,1.094585E-01,3.065889E+00,4.063403E+03,2.422604E+04,2.097292E-01,2.119595E+00,7.338418E+03,2.593081E+04,3.787664E-01,2.268739E+00,3.820307E+03,6.600641E+03,1.971761E-01,5.775078E-01,2.520241E+03,4.332740E+03,1.300761E-01,3.790829E-01,3.835801E+03,6.574863E+03,1.979758E-01,5.752530E-01,2.520201E+03,4.693267E+03,1.300740E-01,4.106240E-01,2.451800E+03,4.898234E+03,1.265456E-01,4.285585E-01,1.645283E+03,3.232721E+03,8.491851E-02,2.828384E-01,2.486974E+03,4.896487E+03,1.283610E-01,4.284062E-01,1.645280E+03,3.576673E+03,8.491833E-02,3.129289E-01,2.987176E+03,6.225169E+03,1.541769E-01,5.446564E-01,1.993697E+03,4.097282E+03,1.029004E-01,3.584817E-01,3.010126E+03,6.201591E+03,1.553614E-01,5.425940E-01,1.993681E+03,4.462475E+03,1.028995E-01,3.904308E-01
21:30:00,2.111275E+03,3.498254E+04,1.089717E-01,3.060714E+00,4.042515E+03,2.415641E+04,2.086511E-01,2.113504E+00,7.313008E+03,2.567696E+04,3.774549E-01,2.246530E+00,3.812190E+03,6.501183E+03,1.967570E-01,5.688065E-01,2.514897E+03,4.267353E+03,1.298002E-01,3.733623E-01,3.827550E+03,6.481545E+03,1.975498E-01,5.670886E-01,2.514857E+03,4.595363E+03,1.297981E-01,4.020589E-01,2.447504E+03,4.845000E+03,1.263238E-01,4.239013E-01,1.642399E+03,3.196946E+03,8.476957E-02,2.797086E-01,2.482566E+03,4.848613E+03,1.281335E-01,4.242179E-01,1.642395E+03,3.508551E+03,8.476939E-02,3.069695E-01,2.979903E+03,6.167174E+03,1.538013E-01,5.395827E-01,1.988902E+03,4.057903E+03,1.026528E-01,3.550365E-01,3.002750E+03,6.149082E+03,1.549806E-01,5.380001E-01,1.988886E+03,4.390635E+03,1.026520E-01,3.841461E-01
21:45:00,2.101965E+03,3.492734E+04,1.084912E-01,3.055885E+00,4.021936E+03,2.408989E+04,2.075889E-01,2.107684E+00,7.287714E+03,2.544097E+04,3.761494E-01,2.225884E+00,3.804192E+03,6.408540E+03,1.963440E-01,5.607013E-01,2.509638E+03,4.205936E+03,1.295286E-01,3.679890E-01,3.819426E+03,6.394118E+03,1.971303E-01,5.594398E-01,2.509597E+03,4.506999E+03,1.295265E-01,3.943283E-01,2.443315E+03,4.795413E+03,1.261075E-01,4.195631E-01,1.639589E+03,3.163130E+03,8.462453E-02,2.767501E-01,2.478273E+03,4.803425E+03,1.279118E-01,4.202645E-01,1.639586E+03,3.447895E+03,8.462435E-02,3.016631E-01,2.972784E+03,6.112702E+03,1.534338E-01,5.348171E-01,1.984212E+03,4.020421E+03,1.024107E-01,3.517573E-01,2.995534E+03,6.099224E+03,1.546080E-01,5.336381E-01,1.984196E+03,4.326228E+03,1.024099E-01,3.785115E-01
22:00:00,2.092792E+03,3.487523E+04,1.080178E-01,3.051326E+00,4.001645E+03,2.402572E+04,2.065416E-01,2.102070E+00,7.262536E+03,2.522148E+04,3.748499E-01,2.206681E+00,3.796304E+03,6.322058E+03,1.959368E-01,5.531351E-01,2.504457E+03,4.148187E+03,1.292612E-01,3.629366E-01,3.811418E+03,6.312118E+03,1.967169E-01,5.522656E-01,2.504416E+03,4.426463E+03,1.292591E-01,3.872824E-01,2.439233E+03,4.748893E+03,1.258968E-01,4.154933E-01,1.636855E+03,3.131023E+03,8.448333E-02,2.739412E-01,2.474090E+03,4.760566E+03,1.276959E-01,4.165148E-01,1.636851E+03,3.393077E+03,8.448315E-02,2.968674E-01,2.965811E+03,6.061199E+03,1.530738E-01,5.303112E-01,1.979623E+03,3.984599E+03,1.021738E-01,3.486233E-01,2.988468E+03,6.051653E+03,1.542432E-01,5.294762E-01,1.979607E+03,4.267619E+03,1.021729E-01,3.733840E-01
22:15:00,1.827149E+03,3.141003E+04,9.430681E-02,2.732642E+00,3.492502E+03,2.099425E+04,1.802626E-01,1.836839E+00,6.343647E+03,2.197018E+04,3.274222E-01,1.922219E+00,3.318287E+03,5.493075E+03,1.712651E-01,4.806051E-01,2.189114E+03,3.606329E+03,1.129855E-01,3.154867E-01,3.331458E+03,5.486425E+03,1.719449E-01,4.800235E-01,2.189078E+03,3.852344E+03,1.129837E-01,3.367939E-01,2.132520E+03,4.134595E+03,1.100663E-01,3.617469E-01,1.431036E+03,2.725391E+03,7.386035E-02,2.384515E-01,2.162976E+03,4.146484E+03,1.116382E-01,3.627873E-01,1.431033E+03,2.944440E+03,7.386019E-02,2.576153E-01,2.592004E+03,5.280695E+03,1.337805E-01,4.620228E-01,1.730142E+03,3.470652E+03,8.929734E-02,3.036568E-01,2.611787E+03,5.274139E+03,1.348016E-01,4.614494E-01,1.730128E+03,3.719108E+03,8.929660E-02,3.252057E-01
22:30:00,1.562691E+03,2.880788E+04,8.065701E-02,2.475494E+00,2.985975E+03,1.827789E+04,1.541187E-01,1.594081E+00,5.427943E+03,1.909160E+04,2.801588E-01,1.664672E+00,2.841290E+03,4.766240E+03,1.466461E-01,4.155159E-01,1.874442E+03,3.132286E+03,9.674451E-02,2.729786E-01,2.852535E+03,4.763271E+03,1.472264E-01,4.152380E-01,1.874412E+03,3.342184E+03,9.674294E-02,2.910417E-01,1.826350E+03,3.526883E+03,9.426385E-02,3.085766E-01,1.225581E+03,2.327239E+03,6.325617E-02,2.035673E-01,1.852418E+03,3.538335E+03,9.560930E-02,3.095787E-01,1.225579E+03,2.521944E+03,6.325603E-02,2.203529E-01,2.219112E+03,4.587733E+03,1.145345E-01,4.000399E-01,1.481264E+03,3.018571E+03,7.645205E-02,2.631516E-01,2.236034E+03,4.584496E+03,1.154079E-01,3.997415E-01,1.481252E+03,3.233350E+03,7.645143E-02,2.816224E-01
22:45:00,1.299404E+03,2.648367E+04,6.706769E-02,2.237604E+00,2.482036E+03,1.581629E+04,1.281082E-01,1.369580E+00,4.515425E+03,1.651655E+04,2.330600E-01,1.429100E+00,2.365301E+03,4.105801E+03,1.220791E-01,3.552858E-01,1.560434E+03,2.702124E+03,8.053779E-02,2.336832E-01,2.374636E+03,4.105036E+03,1.225609E-01,3.551954E-01,1.560409E+03,2.888920E+03,8.053648E-02,2.494815E-01,1.520710E+03,2.949712E+03,7.848874E-02,2.577141E-01,1.020482E+03,1.954087E+03,5.267032E-02,1.705564E-01,1.542403E+03,2.963647E+03,7.960840E-02,2.588798E-01,1.020480E+03,2.125824E+03,5.267021E-02,1.851215E-01,1.847117E+03,3.956067E+03,9.533483E-02,3.424831E-01,1.232978E+03,2.606517E+03,6.363731E-02,2.255355E-01,1.861192E+03,3.956020E+03,9.606124E-02,3.424366E-01,1.232968E+03,2.798420E+03,6.363679E-02,2.417491E-01
23:00:00,1.037276E+03,2.434489E+04,5.353816E-02,2.012689E+00,1.980653E+03,1.364931E+04,1.022298E-01,1.165725E+00,3.606084E+03,1.425218E+04,1.861251E-01,1.215749E+00,1.890309E+03,3.514752E+03,9.756355E-02,3.001260E-01,1.247081E+03,2.315986E+03,6.436486E-02,1.976058E-01,1.897750E+03,3.515936E+03,9.794757E-02,3.001953E-01,1.247061E+03,2.483732E+03,6.436381E-02,2.114643E-01,1.215586E+03,2.444577E+03,6.274031E-02,2.119798E-01,8.157289E+02,1.623475E+03,4.210236E-02,1.405721E-01,1.232918E+03,2.459735E+03,6.363484E-02,2.132074E-01,8.157271E+02,1.770959E+03,4.210227E-02,1.528655E-01,1.476004E+03,3.390189E+03,7.618061E-02,2.896713E-01,9.852712E+02,2.236240E+03,5.085250E-02,1.909357E-01,1.487241E+03,3.392230E+03,7.676062E-02,2.897929E-01,9.852632E+02,2.408070E+03,5.085208E-02,2.051271E-01
23:15:00,7.762906E+02,2.229501E+04,4.006760E-02,1.794135E+00,1.481795E+03,1.152797E+04,7.648163E-02,9.652059E-01,2.699900E+03,1.202820E+04,1.393531E-01,1.005676E+00,1.416299E+03,2.939725E+03,7.309869E-02,2.462706E-01,9.343719E+02,1.941926E+03,4.822518E-02,1.624973E-01,1.421859E+03,2.942685E+03,7.338568E-02,2.464789E-01,9.343567E+02,2.093508E+03,4.822440E-02,1.746604E-01,9.109666E+02,1.981361E+03,4.701791E-02,1.692935E-01,6.113133E+02,1.317695E+03,3.155182E-02,1.124028E-01,9.239482E+02,1.996142E+03,4.768793E-02,1.704636E-01,6.113120E+02,1.441804E+03,3.155175E-02,1.225271E-01,1.105753E+03,2.835264E+03,5.707095E-02,2.377366E-01,7.381324E+02,1.874483E+03,3.809699E-02,1.570106E-01,1.114166E+03,2.838486E+03,5.750514E-02,2.379554E-01,7.381264E+02,2.029843E+03,3.809668E-02,1.694748E-01
23:30:00,5.164292E+02,2.029475E+04,2.665507E-02,1.579183E+00,9.854247E+02,9.462615E+03,5.086189E-02,7.687610E-01,1.796846E+03,9.892354E+03,9.274274E-02,8.022274E-01,9.432549E+02,2.392900E+03,4.868372E-02,1.945677E-01,6.222963E+02,1.586047E+03,3.211821E-02,1.287819E-01,9.469488E+02,2.397246E+03,4.887437E-02,1.948805E-01,6.222861E+02,1.722841E+03,3.211768E-02,1.393827E-01,6.068378E+02,1.513440E+03,3.132084E-02,1.263658E-01,4.072260E+02,1.010351E+03,2.101822E-02,8.418693E-02,6.154813E+02,1.528307E+03,3.176696E-02,1.275055E-01,4.072251E+02,1.117153E+03,2.101818E-02,9.260553E-02,7.363475E+02,2.304822E+03,3.800491E-02,1.876290E-01,4.915490E+02,1.528785E+03,2.537016E-02,1.242889E-01,7.419457E+02,2.309235E+03,3.829385E-02,1.879393E-01,4.915450E+02,1.668948E+03,2.536996E-02,1.351519E-01
23:45:00,2.576723E+02,1.833242E+04,1.329955E-02,1.367000E+00,4.915054E+02,7.446220E+03,2.536865E-02,5.758947E-01,8.968912E+02,7.818986E+03,4.629230E-02,6.035686E-01,4.711609E+02,1.864668E+03,2.431778E-02,1.443314E-01,3.108429E+02,1.242530E+03,1.604335E-02,9.604377E-02,4.730016E+02,1.870120E+03,2.441278E-02,1.447225E-01,3.108378E+02,1.365970E+03,1.604308E-02,1.052155E-01,3.031866E+02,1.062230E+03,1.564843E-02,8.470264E-02,2.034579E+02,7.138268E+02,1.050110E-02,5.679486E-02,3.075031E+02,1.076680E+03,1.587122E-02,8.577175E-02,2.034574E+02,8.046818E+02,1.050108E-02,6.363581E-02,3.677690E+02,1.789425E+03,1.898157E-02,1.386795E-01,2.455089E+02,1.193192E+03,1.267137E-02,9.234907E-02,3.705632E+02,1.794755E+03,1.912578E-02,1.390568E-01,2.455069E+02,1.319627E+03,1.267127E-02,1.017467E-01
24:00:00,0.000000E+00,1.640262E+04,0.000000E+00,1.157205E+00,0.000000E+00,5.466509E+03,0.000000E+00,3.857391E-01,0.000000E+00,5.797836E+03,0.000000E+00,4.089532E-01,0.000000E+00,1.352651E+03,0.000000E+00,9.538574E-02,0.000000E+00,9.097745E+02,0.000000E+00,6.416505E-02,0.000000E+00,1.358968E+03,0.000000E+00,9.583286E-02,0.000000E+00,1.021033E+03,0.000000E+00,7.201931E-02,0.000000E+00,6.195730E+02,0.000000E+00,4.372567E-02,0.000000E+00,4.239537E+02,0.000000E+00,2.993092E-02,0.000000E+00,6.336450E+02,0.000000E+00,4.472310E-02,0.000000E+00,5.004467E+02,0.000000E+00,3.533470E-02,0.000000E+00,1.286913E+03,0.000000E+00,9.073296E-02,0.000000E+00,8.662823E+02,0.000000E+00,6.108893E-02,0.000000E+00,1.292983E+03,0.000000E+00,9.116002E-02,0.000000E+00,9.801864E+02,0.000000E+00,6.913457E-02
Peak,3.401142E+03,3.946766E+04,1.737877E-01,3.433191E+00,6.315361E+03,2.843875E+04,3.262385E-01,2.472612E+00,1.256180E+04,3.084609E+04,6.431791E-01,2.698789E+00,5.400037E+03,9.655333E+03,2.751308E-01,8.447693E-01,3.571023E+03,8.953343E+03,1.819497E-01,7.833471E-01,5.436230E+03,9.651514E+03,2.769700E-01,8.444355E-01,3.570963E+03,9.755974E+03,1.819467E-01,8.535681E-01,3.153281E+03,7.094145E+03,1.616268E-01,6.206825E-01,2.133673E+03,7.740358E+03,1.094015E-01,6.772148E-01,3.210811E+03,7.165258E+03,1.645914E-01,6.269044E-01,2.133675E+03,8.075746E+03,1.094017E-01,7.065580E-01,3.909308E+03,8.478507E+03,2.005586E-01,7.418048E-01,2.621865E+03,8.697097E+03,1.345336E-01,7.609241E-01,3.951858E+03,8.533367E+03,2.027488E-01,7.466048E-01,2.621848E+03,9.001190E+03,1.345327E-01,7.875294E-01

Peak Vol Flow (m3/s),,,1.450084E-01,2.864654E+00,,,2.722133E-01,2.063147E+00,,,5.366686E-01,2.251869E+00,,,2.295691E-01,7.048754E-01,,,1.518188E-01,6.536247E-01,,,2.311038E-01,7.045969E-01,,,1.518163E-01,7.122172E-01,,,1.348614E-01,5.178974E-01,,,9.128462E-02,5.650680E-01,,,1.373350E-01,5.230890E-01,,,9.128473E-02,5.895519E-01,,,1.673461E-01,6.189619E-01,,,1.122548E-01,6.349150E-01,,,1.691735E-01,6.229670E-01,,,1.122541E-01,6.571145E-01
